0.249008E+00 0.815752E+06
0.254433E+00 0.795094E+06
0.259857E+00 0.774340E+06
0.265281E+00 0.752914E+06
0.270705E+00 0.730835E+06
0.276129E+00 0.708561E+06
0.281553E+00 0.686692E+06
0.286978E+00 0.665798E+06
0.292402E+00 0.646361E+06
0.297826E+00 0.628662E+06
0.303250E+00 0.612674E+06
0.308674E+00 0.598085E+06
0.314098E+00 0.584454E+06
0.319523E+00 0.571360E+06
0.324947E+00 0.558461E+06
0.330371E+00 0.545532E+06
0.335795E+00 0.532511E+06
0.341219E+00 0.519509E+06
0.346643E+00 0.506742E+06
0.352068E+00 0.494426E+06
0.357492E+00 0.482723E+06
0.362916E+00 0.471724E+06
0.368340E+00 0.461434E+06
0.373764E+00 0.451772E+06
0.379189E+00 0.442598E+06
0.384613E+00 0.433760E+06
0.390037E+00 0.425132E+06
0.395461E+00 0.416629E+06
0.400885E+00 0.408206E+06
0.406309E+00 0.399879E+06
0.411734E+00 0.391708E+06
0.417158E+00 0.383770E+06
0.422582E+00 0.376120E+06
0.428006E+00 0.368783E+06
0.433430E+00 0.361766E+06
0.438854E+00 0.355060E+06
0.444279E+00 0.348625E+06
0.449703E+00 0.342400E+06
0.455127E+00 0.336332E+06
0.460551E+00 0.330393E+06
0.465975E+00 0.324569E+06
0.471399E+00 0.318851E+06
0.476824E+00 0.313241E+06
0.482248E+00 0.307762E+06
0.487672E+00 0.302439E+06
0.493096E+00 0.297286E+06
0.498520E+00 0.292299E+06
0.503944E+00 0.287471E+06
0.509369E+00 0.282795E+06
0.514793E+00 0.278257E+06
0.520217E+00 0.273836E+06
0.525641E+00 0.269512E+06
0.531065E+00 0.265279E+06
0.536489E+00 0.261134E+06
0.541914E+00 0.257077E+06
0.547338E+00 0.253106E+06
0.552762E+00 0.249227E+06
0.558186E+00 0.245446E+06
0.563610E+00 0.241767E+06
0.569034E+00 0.238183E+06
0.574459E+00 0.234689E+06
0.579883E+00 0.231281E+06
0.604325E+00 0.216846E+06
0.640940E+00 0.197672E+06
0.679774E+00 0.180136E+06
0.948700E+00 0.105511E+06
0.132402E+01 0.610340E+05
0.184782E+01 0.349295E+05
0.257884E+01 0.198069E+05
0.359905E+01 0.111425E+05
0.502288E+01 0.622493E+04
0.701000E+01 0.345661E+04
0.978324E+01 0.190915E+04
0.136536E+02 0.104943E+04
0.190552E+02 0.574379E+03
0.265936E+02 0.313120E+03
0.371144E+02 0.170041E+03
0.517973E+02 0.919755E+02
0.722889E+02 0.495226E+02
0.100887E+03 0.265050E+02
0.140800E+03 0.140605E+02
0.196502E+03 0.735526E+01
0.274240E+03 0.376474E+01
0.382733E+03 0.187040E+01
0.534147E+03 0.903877E+00
0.745462E+03 0.436687E+00
0.104038E+04 0.217930E+00
0.145196E+04 0.109154E+00
0.202638E+04 0.559703E-01
0.282804E+04 0.288753E-01
0.394684E+04 0.151160E-01
0.550826E+04 0.795651E-02
0.768740E+04 0.418642E-02
0.107286E+05 0.220958E-02
