0.105433E-04 0.198223E+08
0.116423E-04 0.198223E+08
0.128559E-04 0.198223E+08
0.141959E-04 0.198223E+08
0.156756E-04 0.198222E+08
0.173096E-04 0.198222E+08
0.191139E-04 0.198222E+08
0.211063E-04 0.198222E+08
0.233063E-04 0.198222E+08
0.257357E-04 0.198221E+08
0.284183E-04 0.198221E+08
0.313805E-04 0.198221E+08
0.346515E-04 0.198220E+08
0.382634E-04 0.198219E+08
0.422518E-04 0.198219E+08
0.466560E-04 0.198218E+08
0.515193E-04 0.198217E+08
0.568894E-04 0.198215E+08
0.628194E-04 0.198214E+08
0.693674E-04 0.198211E+08
0.765980E-04 0.198209E+08
0.845823E-04 0.198206E+08
0.933988E-04 0.198202E+08
0.103134E-03 0.198197E+08
0.113885E-03 0.198192E+08
0.125756E-03 0.198185E+08
0.138864E-03 0.198177E+08
0.153339E-03 0.198167E+08
0.169322E-03 0.198154E+08
0.186972E-03 0.198140E+08
0.206461E-03 0.198121E+08
0.227981E-03 0.198099E+08
0.251745E-03 0.198073E+08
0.277986E-03 0.198041E+08
0.306963E-03 0.198002E+08
0.338959E-03 0.197955E+08
0.374291E-03 0.197898E+08
0.413306E-03 0.197830E+08
0.456387E-03 0.197748E+08
0.503959E-03 0.197651E+08
0.556490E-03 0.197534E+08
0.614497E-03 0.197397E+08
0.678549E-03 0.197234E+08
0.749279E-03 0.197042E+08
0.827381E-03 0.196818E+08
0.913624E-03 0.196557E+08
0.100886E-02 0.196253E+08
0.111402E-02 0.195901E+08
0.123014E-02 0.195496E+08
0.135836E-02 0.195029E+08
0.149995E-02 0.194494E+08
0.165630E-02 0.193882E+08
0.182895E-02 0.193184E+08
0.201959E-02 0.192390E+08
0.223011E-02 0.191490E+08
0.246256E-02 0.190471E+08
0.271925E-02 0.189323E+08
0.300270E-02 0.188031E+08
0.331569E-02 0.186585E+08
0.366130E-02 0.184968E+08
0.404294E-02 0.183169E+08
0.446436E-02 0.181173E+08
0.492971E-02 0.178966E+08
0.544357E-02 0.176532E+08
0.601098E-02 0.173857E+08
0.663755E-02 0.170928E+08
0.732942E-02 0.167729E+08
0.809341E-02 0.164246E+08
0.893704E-02 0.160465E+08
0.986860E-02 0.156372E+08
0.108973E-01 0.151954E+08
0.120332E-01 0.147196E+08
0.132874E-01 0.142088E+08
0.146725E-01 0.136620E+08
0.162019E-01 0.130785E+08
0.178907E-01 0.124770E+08
0.197556E-01 0.118245E+08
0.218148E-01 0.111395E+08
0.240887E-01 0.104133E+08
0.265996E-01 0.967749E+07
0.293723E-01 0.893916E+07
0.324339E-01 0.819516E+07
0.358147E-01 0.747556E+07
0.395479E-01 0.679722E+07
0.436702E-01 0.617882E+07
0.480373E-01 0.565151E+07
0.524043E-01 0.523553E+07
0.567713E-01 0.489631E+07
0.611383E-01 0.460853E+07
0.655053E-01 0.434978E+07
0.698724E-01 0.410433E+07
0.742394E-01 0.386302E+07
0.786064E-01 0.362932E+07
0.829734E-01 0.339439E+07
0.873405E-01 0.316904E+07
0.917075E-01 0.295922E+07
0.971317E-01 0.272797E+07
0.102556E+00 0.253544E+07
0.107980E+00 0.238245E+07
0.113404E+00 0.226246E+07
0.118828E+00 0.216424E+07
0.124253E+00 0.207641E+07
0.129677E+00 0.199014E+07
0.135101E+00 0.190013E+07
0.140525E+00 0.180511E+07
0.145949E+00 0.170750E+07
0.151373E+00 0.161169E+07
0.156798E+00 0.152234E+07
0.162222E+00 0.144335E+07
0.167646E+00 0.137691E+07
0.173070E+00 0.132257E+07
0.178494E+00 0.127756E+07
0.183918E+00 0.123817E+07
0.189343E+00 0.120096E+07
0.194767E+00 0.116323E+07
0.200191E+00 0.112336E+07
0.205615E+00 0.108124E+07
0.211039E+00 0.103807E+07
0.216463E+00 0.995698E+06
0.221888E+00 0.955880E+06
0.227312E+00 0.919916E+06
0.232736E+00 0.888417E+06
0.238160E+00 0.861186E+06
0.243584E+00 0.837365E+06
